"独自番号","安定所名","求人番号","事_業_所","所_在_地","資本金","全社員数","就業場所人数","求人数","就業場所","月額賃金","賞与","時間外平均","週休２日制","年間休日数","業種8種","産業分類","職種"
"2538","飯田橋公共職業安定所","13010-474359","株式会社日山","東京都中央区日本橋人形町２－５－１","3,000万円",128,128,5,"東京都",\205000,"あり",19,"その他",105,"販売・小売・スーパー","農畜産物・水産物卸売業","販売職"
"2539","品川公共職業安定所","13040-1179559","株式会社日山畜産","東京都港区港南２丁目７番１９号　東京食肉市場内","1,000万円",23,23,1,"東京都",\220000,"あり",9,"その他",110,"販売・小売・スーパー","農畜産物・水産物卸売業","技能職"
"2540","川崎北公共職業安定所","14140-38459","株式会社協立エンジニアリング本社事務所","神奈川県川崎市麻生区栗木２－６－１","3,500万円",50,34,3,"神奈川県",\186000,"あり",11,"その他",115,"建築・設備","電気工事業","電気・計装機器関係の工事・点検・保守"
"2541","川崎北公共職業安定所","14140-39759","株式会社協立エンジニアリング本社事務所","神奈川県川崎市麻生区栗木２－６－１","3,500万円",50,18,1,"新潟県",\186000,"あり",11,"その他",115,"建築・設備","電気工事業","電気・計装機器関係の工事・点検・保守"
"2542","川崎北公共職業安定所","14140-40859","株式会社協立エンジニアリング本社事務所","神奈川県川崎市麻生区栗木２－６－１","3,500万円",50,8,1,"福島県",\186000,"あり",11,"その他",115,"建築・設備","電気工事業","電気・計装機器関係の工事・点検・保守"
"2543","渋谷公共職業安定所","13070-869959","株式会社HUGE","東京都渋谷区神宮前1-10-37CASCADEHARAJUKU3F","5,000万円",1703,1703,10,"東京都",\230000,"あり",10,"その他",96,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","レストランホールスタッフ・キッチンスタッ フ"
"2544","府中公共職業安定所","13200-105959","株式会社ビルドリペア","東京都調布市深大寺元町３－１－１","2,000万円",21,20,1,"東京都",\200000,"あり",5,"毎週",113,"建築・設備","その他の職別工事業","営業"
"2545","府中公共職業安定所","13200-102459","株式会社ビルドリペア","東京都調布市深大寺元町３－１－１","2,000万円",21,20,3,"東京都",\232000,"あり",5,"その他",113,"建築・設備","その他の職別工事業","技能"
"2546","府中公共職業安定所","13200-104659","株式会社ビルドリペア","東京都調布市深大寺元町３－１－１","2,000万円",21,20,3,"東京都",\214000,"あり",5,"その他",113,"建築・設備","その他の職別工事業","施工管理"
"2547","府中公共職業安定所","13200-103759","株式会社ビルドリペア","東京都調布市深大寺元町３－１－１","2,000万円",21,20,1,"東京都",\194000,"あり",5,"毎週",113,"建築・設備","その他の職別工事業","建築事務（営業事務兼務）"
"2548","足立公共職業安定所","13110-226959","株式会社ファミリー工房","東京都足立区大谷田４丁目１－２０","8,888万円",50,45,7,"東京都",\250000,"あり",23,"毎週",107,"その他の分野","土木建築サービス業","営業"
"2549","足立公共職業安定所","13110-227859","株式会社ファミリー工房","東京都足立区大谷田４丁目１－２０","8,888万円",50,50,7,"東京都",\250000,"あり",23,"毎週",107,"その他の分野","土木建築サービス業","営業事務"
"2550","三鷹公共職業安定所","13170-69059","株式会社ファイブグル－プ","東京都武蔵野市吉祥寺本町２－５－１０　いちご吉祥寺ビル７階","1,000万円",3040,81,60,"東京都",\243300,"あり",20,"その他",120,"飲食・宿泊","酒場，ビヤホール","店舗スタッフ（ホール、キッチン）"
"2551","渋谷公共職業安定所","13070-513159","株式会社ファインズ東京","東京都渋谷区代官山町8-7Daiwa代官山ビル","2,000万円",112,14,50,"東京都",\210000,"あり",1,"毎週",115,"その他の分野","労働者派遣業","販売(アパレル、ファッション、雑貨、アク セサリー、美容関連)"
"2552","池袋公共職業安定所","13090-536459","株式会社フォーユー","東京都豊島区西池袋一丁目10-2日高ビル302号","500万円",489,8,1,"東京都",\294300,"あり",20,"その他",105,"飲食・宿泊","その他の飲食店","飲食店スタッフ東京都"
"2553","池袋公共職業安定所","13090-510759","株式会社フォーユー","東京都豊島区西池袋一丁目10-27日高ビル302号","500万円",489,13,2,"福岡県",\268600,"あり",20,"その他",105,"飲食・宿泊","その他の飲食店","飲食店スタッフ福岡県"
"2554","池袋公共職業安定所","13090-535559","株式会社フォーユー","東京都豊島区西池袋一丁目10-2日高ビル302号","500万円",489,13,2,"熊本県",\255700,"あり",20,"その他",105,"飲食・宿泊","その他の飲食店","飲食店スタッフ熊本県"
"2555","池袋公共職業安定所","13090-475959","株式会社フォーユー","東京都豊島区西池袋一丁目10-2日高ビル302号","500万円",489,19,1,"鹿児島県",\255700,"あり",20,"その他",105,"飲食・宿泊","その他の飲食店","飲食店スタッフ「鹿児島県"
"2556","渋谷公共職業安定所","13070-171459","株式会社ＰＬＵＧ－ＩＮ","東京都渋谷区恵比寿南１－２４－２　ＥＢＩＳＵ　ＦＯＲＴ　２Ｆ","2,000万円",18,18,1,"東京都",\252000,"あり",25,"その他",123,"その他の分野","他に分類されない事業サービス業","建築施工管理・工事監理者"
"2557","木場公共職業安定所","13130-2172159","株式会社ホウスイ","東京都江東区豊洲六丁目6番3号",,247,25,9,"",\209000,"あり",18,"その他",121,"運輸・倉庫・インフラ","冷蔵倉庫業","冷蔵庫倉庫業務 (物流管理職)"
"2558","大森公共職業安定所","13060-474859","株式会社星工業所","東京都大田区西蒲田2丁目9-16","2,000万円",25,25,3,"東京都",\265000,"あり",1,"毎週",120,"建築・設備","管工事業（さく井工事業を除く）","暮らしを支える工程・品質管理及び事務処理 スタッフ(施工管理見習い)"
"2559","大森公共職業安定所","13060-475059","株式会社星工業所","東京都大田区西蒲田２丁目９－１６","2,000万円",25,25,3,"東京都",\265000,"あり",1,"毎週",120,"建築・設備","管工事業（さく井工事業を除く）","配管メンテナンスオペレーター"
"2560","飯田橋公共職業安定所","13010-3691359","株式会社ボディワークセラピストエージェンシー","東京都千代田区鍛冶町2-3-12","3,000万円",282,10,3,"福岡県",\192000,"あり",,"その他",120,"理美容・生活","その他の洗濯・理容・美容・浴場業","ボディケア・エステティシャン(温浴施設) 筑紫野市"
"2561","飯田橋公共職業安定所","13010-3523459","株式会社ボディワークセラピストエージェンシー","東京都千代田区鍛冶町2-3-12","3,000万円",282,5,3,"鹿児島県",\192000,"あり",,"その他",120,"理美容・生活","その他の洗濯・理容・美容・浴場業","ボディセラピスト・アロマセラピスト・ エステティシャン(姶良市及び九州エリア)"
"2562","池袋公共職業安定所","13090-1016659","有限会社ホンダ","東京都板橋区東山町４－１１","300万円",5,5,2,"東京都",\259800,"あり",20,"毎週",115,"建築・設備","石工・れんが・タイル・ブロック工事業","タイル貼りスタッフ"
"2563","品川公共職業安定所","13040-1246859","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5480,15,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)(接客・販売 ・整備l/エリア職・東京"
"2564","品川公共職業安定所","13040-1412659","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,8,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)(接客・販売 ・整備/エリア職・神奈川"
"2565","品川公共職業安定所","13040-1264159","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,8,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)接客・販売 ・整備l/エリア職・千葉"
"2566","品川公共職業安定所","13040-1241559","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,4,"",\202000,"あり",26,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)(接客・販売 ・整備)/エリア職・埼玉"
"2567","品川公共職業安定所","13040-1236659","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,12,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)接客・販売 ・整備)/エリア職・上信越"
"2568","品川公共職業安定所","13040-1414859","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5490,5409,5,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)接客・販売 ・整備l/エリア職・中部"
"2569","品川公共職業安定所","13040-1416359","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,12,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)接客・販売 ・整備」/エリア職・関西"
"2570","品川公共職業安定所","13040-1424159","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,10,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)接客・販売 整備l/エリア職・九州"
"2571","品川公共職業安定所","13040-1421859","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,2,"",\202000,"あり",25,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)(接客・販売 ・整備/エリア職・中国"
"2572","品川公共職業安定所","13040-1232259","株式会社ENEOSモビリニア","東京都港区芝公園2-4-1芝パークビルB館3階","1億円",5400,5400,11,"",\202000,"あり",26,"その他",113,"販売・小売・スーパー","燃料小売業","サービスステーション(SS)「接客・販売 ・整備1/エリア職・東北"
